NOM_SITE,Annee,Mois,Temperature,Salinite,Oxygene,pH,NH4,NO3,NO2,PO4,SiO4,COP,MES,CHLA,DN15,DC13,CN
Point L,1999,10,15.795,34.84,5.57,8.045,1.12,3.62,0.14,0.475,4.955,289.5,10.36,2.15,NA,NA,NA
Point L,1999,11,10.92,34.57,6.06,8.02,5.36,8.01,0.53,0.16,4.76,272,14.72,4.61,NA,NA,NA
Point L,1999,12,9.74,34.67,6.3,8.07,1.04,5.78,0.23,0.52,3.06,258,10.57,0.87,NA,NA,NA
Point L,2000,1,NA,NA,6.61,8,1.35,13.21,0.49,0.52,7.115,422.5,5.345,0.96,NA,NA,NA
Point L,2000,2,7.54,34.32,6.78,8.1,0.33,16.98,0.31,0.69,6.55,253,6.05,2.04,NA,NA,NA
Point L,2000,3,8.37,34.25,6.7,8.03,0.5,16.63,0.24,0.38,4.02,183,12.28,1.26,NA,NA,NA
Point L,2000,4,8.68,34.28,7.2,8.19,0.25,8.53,0.12,0.2,0.8,517,10.61,7.79,NA,NA,NA
Point L,2000,5,12.66,34.25,6.61,8.15,0.31,0.63,0.03,0.09,0.58,481,8.1,4.52,NA,NA,NA
Point L,2000,6,13.94,34.1,6.865,8.19,0.31,0.23,0.025,0.125,0.125,492,8.1,5.865,NA,NA,NA
Point L,2000,7,15.55,34.44,5.36,8.13,1,0.15,0.06,0.11,1.2,280,4.92,3.31,NA,NA,NA
Point L,2000,8,18.32,34.54,5.31,8.02,0.64,0.3,0.06,0.24,3.71,329,4.47,2.25,NA,NA,NA
Point L,2000,9,18.27,34.47,5.43,8.07,0.21,0.06,0.3,0.53,0.87,313,5.66,2.54,NA,NA,NA
Point L,2000,10,15.55,34.21,5.6,8.05,2.45,9.6,0.06,0.14,8.86,329,2.25,1.39,NA,NA,NA
Point L,2000,11,11.92,33.06,6.04,8.06,NA,18.12,1.53,0.87,16.18,164,4.38,1.55,NA,NA,NA
Point L,2001,1,8.87,34.6,6.45,8.04,NA,13.89,0.32,0.72,8.41,135,3.05,0.76,NA,NA,NA
Point L,2001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Point L,2001,3,7.75,34.075,7.12,8.2,0.38,NA,NA,NA,NA,463,5.61,3.63,NA,NA,NA
Point L,2001,4,9.36,33.09,7.5,8.15,0.715,10.215,0.175,0.29,3.61,944,20.055,5.795,NA,NA,NA
Point L,2001,5,10.55,33.65,7.035,8.42,0.66,1.04,0.065,0.235,1.455,947,21.98,10.175,NA,NA,NA
Point L,2001,6,14.21,33.735,6.105,8.435,0.565,1.03,0.09,0.505,2.24,645,8.01,6.915,NA,NA,NA
Point L,2001,7,17.33,33.62,5.9,8.27,0.38,0.38,0.06,0.1,2.03,374,4.78,3.73,NA,NA,NA
Point L,2001,9,17.19,33.68,5.29,8.04,NA,2.36,0.26,0.33,6.41,395,3.78,1.86,NA,NA,NA
Point L,2001,10,NA,NA,4.25,NA,0.58,3.29,0.13,0.25,4.61,251,18.09,5.33,NA,NA,NA
Point L,2001,11,NA,NA,5.72,8.06,NA,6.58,0.21,0.34,6.5,191,3.97,1.57,NA,NA,NA
Point L,2001,12,NA,NA,6.05,8.05,1.56,5.86,0.24,0.36,5.03,234,4.34,1.17,NA,NA,NA
Point L,2002,1,6.5,33.67,6.93,8.1,0.14,8.58,0.83,0.44,7.6,295,8.49,2.85,NA,NA,NA
Point L,2002,3,8.945,34.26,6.57,8.13,0.08,9.37,0.175,0.955,5.07,236.5,15.1,4.975,NA,NA,NA
Point L,2002,4,9.4,34.91,6.91,8.11,2.92,8.41,0.14,0.13,1.93,312,25.97,3.96,NA,NA,NA
Point L,2002,5,11.82,34.6,6.37,8.3,0.21,0.69,0.01,0.25,0.71,697,11.36,4.08,NA,NA,NA
Point L,2002,6,15.55,34.145,6.145,8.305,0.475,1.365,0.09,0.25,0.425,596.5,7.91,5.045,NA,NA,NA
Point L,2002,7,16.645,34.215,6.04,8.25,0.28,0.06,0.015,0.045,0.43,680,12.12,10.4,NA,NA,NA
Point L,2002,9,18.52,34.59,4.57,8.11,0.16,0.1,0,0.06,0.75,286,6.34,2.09,NA,NA,NA
Point L,2002,10,16.185,34.665,5.175,8.16,0.715,2.735,2.375,0.535,5.71,248,9.015,1.48,NA,NA,NA
Point L,2002,11,14.005,34.89,5.67,8.205,0.395,5.275,0.415,0.415,5.225,175,6.395,1.245,NA,NA,NA
Point L,2002,12,9.71,34.56,6.36,8.02,0.39,12.7,1,0.61,7.24,125,7,0.76,NA,NA,NA
Point L,2003,1,7.74,34.44,6.1,8.26,0.12,2.02,0.2,0.41,1.38,109,7.33,0.66,NA,NA,NA
Point L,2003,2,6.36,34.31,6.72,8.1,0.45,14.915,0.52,0.645,7.035,405,7.25,1.13,NA,NA,NA
Point L,2003,3,7.2,34.795,7.54,8.23,0.2,4.42,0.19,0.205,0.91,530.5,4.78,6.65,NA,NA,NA
Point L,2003,4,8.61,34.6,7.55,8.38,0.05,0.08,0.01,0.01,0.74,875,15.95,0.75,NA,NA,NA
Point L,2003,5,12.55,34.61,6.32,8.4,0.035,0.645,0.005,0.05,0.225,603.5,18.2,3.39,NA,NA,NA
Point L,2003,7,16.72,34.34,6.07,8.41,0.1,0,0.02,0.02,0.37,1316,15.1,3.24,NA,NA,NA
Point L,2003,9,19.04,34.52,5.15,8.24,0.1,0.21,0.03,0.22,1.54,224,10.22,2.13,NA,NA,NA
Point L,2003,10,13.1,34.58,5.59,8.13,4.7,3.31,0.46,0.59,4.15,316,11.25,1.81,NA,NA,NA
Point L,2003,11,12.74,34.93,5.85,8.22,0.54,2.76,0.06,0.23,4.32,195,9.87,1.93,NA,NA,NA
Point L,2004,1,9.23,34.94,6.29,8.11,0.04,10.04,0.24,0.51,6.22,195,43.13,0.91,NA,NA,NA
Point L,2004,2,8.27,34.52,6.48,8.12,0.31,11.63,0.35,0.52,5.29,261,53.45,1.55,NA,NA,NA
Point L,2004,3,6.55,34.61,6.81,8.125,0.32,7.135,0.28,0.315,2.24,254,34.605,3.12,NA,NA,NA
Point L,2004,5,12.07,34.87,7.725,8.38,0.065,0.075,0.05,0.05,1.47,727.5,21.28,14.065,NA,NA,NA
Point L,2004,6,14.3,34.6,6.325,8.52,0.15,0.06,0.03,0.09,0.865,558,13.765,2.695,NA,NA,NA
Point L,2004,7,18.08,34.46,5.49,8.32,0.46,0.06,0.01,0.04,1.44,610,30.39,3.77,NA,NA,NA
Point L,2004,8,18.93,34.86,5.43,8.14,0.35,0.16,0.03,0.04,4.01,266,22.4,1.71,NA,NA,NA
Point L,2004,9,18.51,34.59,5.43,8.21,NA,0.7,0.08,0.1,4.03,312,22.1,2.66,NA,NA,NA
Point L,2004,10,15.07,34.97,5.6,8.16,NA,NA,NA,NA,NA,266,14.3,1.67,NA,NA,NA
Point L,2004,11,12.74,34.81,5.7,8.07,2.29,6.36,0.37,0.3,4.49,324,13.3,0.93,NA,NA,NA
Point L,2004,12,10.44,34.75,5.93,8.06,1.52,8.43,1.98,0.74,4.92,234,6,0.59,NA,NA,NA
Point L,2005,1,9.39,35.03,6.41,8.13,0.19,10.3,0.75,0.46,8.43,117,13.3,0.85,NA,NA,NA
Point L,2005,2,6.34,34.755,6.81,8.115,0.65,13.62,0.4,0.53,6.71,407.5,13.255,1.29,NA,NA,NA
Point L,2005,3,6.14,34.8,7.23,8.2,0.23,10.735,0.255,0.255,4.05,318.5,8.015,2.67,NA,NA,NA
Point L,2005,4,7.99,34.97,7.425,8.23,0.39,3.09,0.12,0.105,1.59,496,7.64,9.345,NA,NA,NA
Point L,2005,5,10.83,34.81,6.82,8.21,1.11,3.68,0.12,0.09,1.47,413,7.76,3.91,NA,NA,NA
Point L,2005,6,16.18,34.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Point L,2005,8,17.65,34.81,5.39,NA,1.28,0.52,0.08,0.22,2.81,194,6.92,1.96,NA,NA,NA
Point L,2005,9,18.775,34.825,5.28,8.135,0.61,0.395,0.11,0.1,2.475,268.5,8.245,2.485,NA,NA,NA
Point L,2005,10,17.07,34.93,5.525,8.155,0.46,0.33,0.095,0.17,1.785,230,12.135,2.1,NA,NA,NA
Point L,2005,11,14.16,34.71,5.5,8.09,1.16,9.27,0.28,0.5,9.23,129,8.92,1.01,NA,NA,NA
Point L,2005,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Point L,2006,1,8.12,34.71,6.83,8.14,0.48,11.74,0.52,0.54,6.91,104,8.95,0.91,NA,NA,NA
Point L,2006,3,5.2,34.45,7.03,8.13,0.475,16.07,0.22,0.69,9.55,194,NA,1.61,NA,NA,NA
Point L,2006,4,8.455,35.095,6.94,8.3,0.075,0.015,0.005,0.045,0.985,272,13.265,2.045,NA,NA,NA
Point L,2006,5,11.4,34.83,6.8,8.26,0.08,0.05,0.01,0.03,0.45,250,9.76,4.09,NA,NA,NA
Point L,2006,6,14.5,34.575,6.625,8.265,0.1,0.055,0.03,0.065,0.9,327,18.705,3.91,NA,NA,NA
Point L,2006,7,17.12,34.6,6.21,8.14,0.17,0.08,0.03,0.03,0.95,282,8.33,2.29,NA,NA,NA
Point L,2006,8,18.21,34.84,5.19,8.14,0.84,0.68,0.11,0.13,4.18,NA,8.63,1.39,NA,NA,NA
Point L,2006,9,18.62,34.95,NA,8.11,0.28,0.23,0.04,0.14,6.77,218,4.54,5.58,NA,NA,NA
Point L,2006,10,17.93,34.78,6.37,NA,NA,4.1,0.19,0.31,8.63,NA,9.79,3.43,NA,NA,NA
Point L,2006,11,15.32,34.91,5.8,8.14,2.39,4.6,0.18,0.38,6.51,93,9.99,1.51,NA,NA,NA
Point L,2006,12,11.9,34.96,6.2,8.1,0.47,9.33,0.43,0.5,7.03,NA,22.81,0.79,NA,NA,NA
Point L,2007,1,10.25,35.07,6.58,8.2,NA,10.73,0.34,0.65,6.63,128,NA,0.68,NA,NA,NA
Point L,2007,2,8.945,34.905,6.69,8.19,1.305,13.35,0.525,0.72,7.98,103,16.14,1.36,NA,NA,NA
Point L,2007,4,9.7,34.49,7.345,8.475,1.27,6.84,0.25,0.205,3.015,327.5,17.415,4.5,NA,NA,NA
Point L,2007,5,13.9,34.72,5.74,8.33,0.42,0.06,0.04,0.05,2.06,158,11.49,1.36,NA,NA,NA
Point L,2007,6,14.54,34.84,5.83,8.18,0.23,0.07,0.01,0.03,4.25,184,12.17,1.43,NA,NA,NA
Point L,2007,7,17.41,34.53,6.02,8.11,0.19,0.175,0.03,0.05,1.105,236,8.33,2.995,NA,NA,NA
Point L,2007,8,17.94,34.79,5.57,8.15,0.61,0.48,0.06,0.1,2.85,114,9.13,1.49,NA,NA,NA
Point L,2007,9,18.609,34.424,6.33,8.3,1.83,1.49,0.19,0.33,6.01,NA,9.04,1.99,NA,NA,NA
Point L,2007,10,16.6385,34.5785,6.47,8.185,1.82,1.715,0.19,0.3,3.86,97.5,12.555,1.835,NA,NA,NA
Point L,2007,11,11.389,34.368,6.46,8.21,NA,6.39,2.67,0.61,7.77,168,11.73,0.92,NA,NA,NA
Point L,2007,12,10.948,36.026,6.31,8.12,NA,7.04,0.26,0.48,8.85,101,20.27,0.64,NA,NA,NA
Point L,2008,2,8.65,34.645,7.225,8.065,0.175,10.245,0.335,0.395,4.64,189,13.43,5.115,NA,NA,NA
Point L,2008,3,8.1,34.72,6.95,8.02,0.69,3.81,0.14,0.07,0.36,328,9.55,5.76,NA,NA,NA
Point L,2008,4,9.115,34.635,8.25,NA,0.165,0.37,0.12,0.055,0.51,487.5,5.57,6.525,NA,NA,NA
Point L,2008,5,12.92,34.79,7.06,8.12,0.19,0.14,0.06,0.09,0.92,NA,5.66,1.61,NA,NA,NA
Point L,2008,6,14.83,34.47,NA,8.01,0.03,0.04,0.08,0.05,1.67,NA,11.28,3.17,NA,NA,NA
Point L,2008,7,16.99,34.69,6.06,7.91,0.11,0.01,0.12,0.05,1.26,126,8.48,1.26,NA,NA,NA
Point L,2008,9,17.3,34.74,5.45,8,NA,3.56,0.22,0.18,5.82,167,9,1.54,NA,NA,NA
Point L,2008,10,14.44,34.93,5.83,8,1.96,3.55,0.23,0.32,3.41,161.12,13,2.99,NA,NA,NA
Point L,2008,12,9.44,35.14,6.46,8.1,0.45,8.23,0.8,0.53,4.59,80.769,4.13,1.08,NA,NA,NA
Point L,2009,1,7.4,35.19,6.78,8.15,0.19,9.03,0.19,0.55,3.38,237.733,2.92,4.56,6.29,-23.45,NA
Point L,2009,2,NA,NA,7.45,8.21,0.28,9.56,0.17,0.28,1,198.67,3.41,5.96,4.41,-20.04,NA
Point L,2009,3,7.16,34.79,7.85,NA,0.31,5.05,0.15,0.25,0.5,565.61,2.61,10.04,4.97,-19.84,NA
Point L,2009,4,10.88,34.8,8.01,8.36,0.14,0.01,0.09,0.17,1.13,833,2.96,2.38,7.77,-19.52,NA
Point L,2009,6,14.2,34.65,5.73,8.32,0.45,0.04,0.08,0.08,1.07,NA,0.64,1.24,NA,NA,NA
Point L,2009,7,18.1,34.52,5.68,8.26,0.2,0,0.01,0.18,0.13,NA,2.52,1.75,NA,NA,NA
Point L,2009,9,18.15,34.665,5.525,8.2,0.635,0,0.025,0.155,0.8,NA,3.175,1.85,NA,NA,NA
Point L,2009,12,11,34.66,5.9,8.19,0.47,2.89,0.68,0.51,3.64,110,1.79,0.87,7.57,-21.46,6.77
Point L,2010,1,7.9,35.09,6.435,8.195,0.325,3.08,1.02,0.795,1.685,74.2475,3.43,1.865,11.285,-21.84,7.865
Point L,2010,2,6.3,35.09,6.905,8.195,0.32,6.515,0.49,0.375,1.585,150.2525,2.575,4.17,5.86,-19.7,7.56
Point L,2010,3,5.9,34.87,7.495,8.29,0.22,2.81,0.14,0.175,0.655,247.54,3.93,6.195,9.24,-20.05,7.525
Point L,2010,4,9,34.795,7.035,8.02,0.095,0.155,0.025,0.01,0.605,249.485,1.74,1.035,8.865,-21.92,8.97
Point L,2010,6,15.7,34.79,5.82,8.01,0.09,0.32,0.02,0.01,0.27,234.127,2.33,1.09,8.4,-21.41,7.36
Point L,2010,7,17.7,35.11,5.6,8.04,0.08,0.07,0.01,0.01,0.4,196.746,2.85,0.29,7.96,-22.47,6.86
Point L,2010,9,17.3,34.78,5.34,8.17,0.06,0.1,0.01,0.01,0.69,210.04,2.85,3.67,NA,NA,NA
Point L,2010,11,12.5,34.71,5.67,8.14,0.86,2.12,0.34,0.51,3.21,77.859,2.75,0.61,5.36,-22.44,7.77
Point L,2010,12,10,34.88,6.06,8.15,0.08,0.98,1.26,0.47,1.64,60.543,1.84,0.81,8.29,-23.35,9.13
Point L,2011,1,6.75,34.74,6.655,8.12,0.19,2.935,0.685,0.77,2.74,86.4185,1.715,0.62,8.69,-22.985,8.01
Point L,2011,2,7.1,34.63,7,8.17,0.07,0.43,4.49,0.32,1.23,101.722,0.57,3.34,5,-20.81,6.42
Point L,2011,3,7.38,34.65,7.185,8.23,0.545,3.955,0.2,0.22,0.215,173.302,1.895,3.355,6.5,-21.675,6.425
Point L,2011,4,9.96,35.29,8.07,8.33,0.08,0.01,0.01,0.28,0,658.19,2.95,7.35,8.01,-21.46,6.98
Point L,2011,5,11.33,34.76,6.4,8.22,0.15,0.21,0,0.18,0.52,297.83,3.8,0.91,6.09,-20.72,5.94
Point L,2011,6,14.37,35.01,5.84,8.22,0.07,0.29,0,0.15,1.07,282.848,NA,0.93,6.75,-21.67,7.21
Point L,2011,7,16.32,34.835,5.67,8.17,0.05,0.265,0.025,0.215,0.7,156.955,0.935,1.49,8.77,-22.49,7.14
Point L,2011,9,17.1,34.71,5.41,8.14,0.54,2.47,0.1,0.19,3.58,163.335,0.87,1.27,8.77,-22.5,8.75
Point L,2011,11,13.785,34.96,5.59,8.135,1.015,6.4,0.245,0.42,0.435,127.419,1.47,0.77,NA,NA,NA
Point L,2012,1,9.25,34.845,6.315,8.21,0.225,10.81,0.555,1.17,4.9,110.361,1.3,0.82,7.4085,-22.992,8.1055
Point L,2012,2,7.32,34.9,6.57,8.16,0.39,11.76,0.45,1.2,5.38,182.115,1.56,0.71,9.323,-23.05,8.702
Point L,2012,3,7.29,34.81,7.46,8.24,0.36,4.34,0.3,0.52,0.67,231.48,1.37,1.32,6.71,-20.06,6.88
Point L,2012,5,11.165,35.11,6.725,8.225,0.135,0.885,0.12,1.09,1.065,278.425,1.55,3.875,9.34,-22.86,6.655
Point L,2012,6,14.29,34.935,6.245,8.265,0.035,0.05,0.35,0.335,0.795,329.2565,0.62,1.015,10.378,-23.258,7.194
Point L,2012,7,16.39,34.365,6.325,8.21,0.01,0,0.115,0.115,0.69,410.705,1.055,4.36,9.8125,-23.319,6.9825
Point L,2012,9,17.84,34.9,5.46,8.1,0.15,0,0.08,0.4,2.86,206.51,0.34,1.91,9.237,-23.072,6.717
Point L,2012,10,14.07,34.77,5.46,8.13,2.13,3.98,0.11,0,4.15,218.97,2.73,0.24,5.363,-22.53,7.355
Point L,2012,11,12.72,34.95,5.68,8.11,1.12,4.97,0.11,0.52,4.94,69.061,1.16,0.68,8.171,-21.565,6.24
Point L,2013,2,6.89,34.73,6.805,8.21,0.42,8.4,0.27,0.305,2.81,153.132,1.0275,5.305,5.866,-21.975,6.4
Point L,2013,3,5.79,34.83,7.3,8.24,0.39,2.42,0.21,0.21,0.01,387.56,1,6.89,5.769,-19.52,6.098
Point L,2013,4,5.37,34.69,7.14,8.26,0.55,2.93,0.22,0.26,0.01,222.38,3.03,3.08,6.97,-22.65,6.41
Point L,2013,5,10.54,34.648,7.12,8.4,0.09,0.18,0.08,0.04,0.09,273.58,3.21,2.7,7.011,-18.903,9.402
Point L,2013,6,12.823,34.6205,5.955,8.28,0.285,0.18,0.155,0.24,0.355,328.8225,1.24,2.29,6.943,-20.2525,6.6765
Point L,2013,7,16.082,34.61,5.37,8.22,0.3,0.05,0.14,0.55,0.57,NA,0.5,1.2,8.069,-21.555,5.752
Point L,2013,9,17.174,34.52,5.27,8.23,0.39,0.09,0.18,0.23,0.93,174.74,0.49,1.62,7.357,-21.159,5.992
Point L,2013,10,17.113,34.51,5.19,8.27,1.61,1.66,0.11,0.02,1.93,NA,0.71,1.1,NA,NA,NA
Point L,2013,11,13.192,34.2,5.65,8.17,1.31,12.59,1,0.17,6.21,184.11,3.7,1.14,6.38,-21.91,7.704
Point L,2013,12,10.834,34.41,5.98,8.19,1.07,11.96,1.09,0.28,5.05,72.88,1.94,0.96,4.273,-22.738,9.329
Point L,2014,1,9.295,34.405,6.205,8.255,0.03,13.925,0.245,0.44,6.96,104.16,0.545,0.805,5.165,-23.195,8.265
Point L,2014,3,9.363,34.9,6.73,8.09,0.07,6.82,0.18,0.17,1.14,171.475,1.33,1.44,6.3595,-19.6,6.4455
Point L,2014,4,10.62,35.01,6.95,8.2,0.1,0.7,0.05,0.13,0.59,218.75,2.69,3.35,5.49,-18.98,6.239
Point L,2014,5,13.627,34.78,6.06,8.16,0.2,0.13,0.01,0.01,1.61,97.4,0.83,1.13,7.63,-20.525,7.49
Point L,2014,6,16.865,34.82,5.69,8.14,0.03,0,0.02,0.01,0.96,250.47,2.07,3.03,9.461,-21.435,6.29
Point L,2014,7,17.806,34.82,5.43,8.16,0.09,0.04,0.02,0.03,0.94,225.76,1.52,2.03,7.049,-20.674,7.08
Point L,2014,9,18.318,34.745,5.05,8.08,1.11,0.955,0.095,0.14,2.315,182.265,0.685,0.845,6.2875,-21.2445,7.385
Point L,2014,11,13.71,34.79,5.56,NA,0.16,7.36,1.07,0.33,3.79,80.95,0.28,1.9,NA,-21.85,7.18
Point L,2014,12,12.77,34.73,5.63,8.15,0.36,8.56,0.72,0.37,3.57,38.5,2.9,0.8,NA,-22.88,7.27
Point L,2015,1,8.58,34.2,6.3,8.13,0.22,14.71,0.5,0.55,6.86,93.08,3.6,0.61,NA,-22.85,7.31
Point L,2015,2,7.665,34.685,6.5,8.085,0.17,9.92,0.3,0.29,4.745,408.55,9.845,0.73,4.95,-21.77,7.045
Point L,2015,3,7.24,33.9,7.64,8.24,0.17,10.14,0.25,0.09,0.45,348.7,17.02,10.85,4.47,-19.12,6.05
Point L,2015,4,9.1,34.66,7.21,8.27,0.12,1.23,0.05,0.01,0.34,226.9,11.27,2.23,7.02,-20.08,6.61
Point L,2015,6,14.4055,34.666,5.99,8.215,0.085,0.16,0.015,0.025,0.295,230.825,14.075,1.69,8.16,-53.87,8.255
Point L,2015,7,16.737,34.73,5.47,8.13,0.25,0.085,0.01,0.025,0.57,143,14.94,1.315,8.025,-40.355,9.02
Point L,2015,8,18.169,34.593,5.27,8.12,0.17,0.09,0.02,0.05,1.95,166.8,8.96,-0.36,6.64,-22.27,6.42
Point L,2015,9,16.65,34.8115,5.37,8.13,0.52,0.34,0.03,0.13,2.15,130.2,0.88,1.37,8.24,-22.172,8.851
Point L,2015,10,14.78,34.7,5.35,8.07,2.08,2.35,0.31,0.27,2.53,NA,4.69,0.76,NA,NA,NA
Point L,2015,11,13.08,35.02,5.69,8.06,1.1,NA,NA,NA,NA,NA,15.68,0.23,NA,NA,NA
Point L,2015,12,12.13,35,5.94,8.13,0.01,NA,NA,NA,NA,NA,14.77,0.22,NA,NA,NA
Point L,2016,2,8.85,35.05,6.29,8.16,0.08,NA,NA,NA,NA,NA,12.08,0.93,NA,NA,NA
Point L,2016,3,8.06,34.84,6.57,8.08,0.35,NA,NA,NA,NA,NA,17.37,2.62,NA,NA,NA
Point L,2016,4,9.185,35.234,6.57,8.21,0.1,NA,NA,NA,NA,NA,6.12,1.85,NA,NA,NA
Point L,2016,5,12.085,34.91,6.35,8.3,0.02,NA,NA,NA,NA,NA,2.985,0.925,NA,NA,NA
Point L,2016,6,13.425,34.682,5.43,8.19,0.97,NA,NA,NA,NA,NA,7.78,NA,NA,NA,NA
Point L,2016,7,16.174,34.503,5.93,8.23,0.01,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA
Portzic,1998,3,10.6,33.9,6.68,NA,1.16,NA,0.02,0.08,NA,336,NA,0.45,NA,NA,NA
Portzic,1998,4,11.3,33.585,6.3,NA,0.82,13.8,0.25,0.09,3.85,229.4,NA,0.82,NA,NA,NA
Portzic,1998,5,13.6,34.44,6.64,NA,0.73,7.3,0.24,0.01,2.4,345.8,NA,2.44,NA,NA,NA
Portzic,1998,6,15.95,34.525,5.845,NA,0.915,2.1,0.155,0.015,0.9,401.55,NA,1.825,NA,NA,NA
Portzic,1998,7,16,34.8,5.85,NA,1.14,1.1,0.11,0,2,179.9,NA,1.47,NA,NA,NA
Portzic,1998,8,16.75,35.16,6.37,NA,0.325,0.1,0.025,0.01,3.7,257.6,NA,1.475,NA,NA,NA
Portzic,1998,9,16.3,35.26,5.635,NA,0.885,0.95,0,0.02,4.5,185,NA,1.09,NA,NA,NA
Portzic,1998,10,14.8,35.06,5.59,NA,1.7,4.5,0.04,0.04,5.4,108.8,NA,0.65,NA,NA,NA
Portzic,1998,11,12.05,34.315,5.8,NA,1.635,19.15,0.71,0.215,8.4,86.75,NA,0.41,NA,NA,NA
Portzic,1998,12,10.8,34.215,6.18,NA,1.72,20,0.61,0.375,7.4,140.05,NA,0.335,NA,NA,NA
Portzic,1999,1,10.5,33.9,6.41,NA,1.02,28.4,0.38,0.44,8.9,258.8,NA,0.41,NA,NA,NA
Portzic,1999,2,10.25,34.43,6.33,NA,0.9,23.6,0.39,0.145,7.7,117.05,NA,0.46,NA,NA,NA
Portzic,1999,3,10.45,34.21,6.57,NA,0.64,18.4,0.11,0.135,5.7,152.9,NA,1.285,NA,NA,NA
Portzic,1999,4,11.7,34.525,6.535,NA,0.77,9.1,0.185,0.065,2.2,241.45,NA,1.635,NA,NA,NA
Portzic,1999,5,13.8,34.205,6.325,NA,0.785,5.75,0.185,0,1,235.75,NA,2.05,NA,NA,NA
Portzic,1999,6,15.55,34.52,6.165,NA,0.94,2.15,0.11,0,0.7,282.9,NA,1.73,NA,NA,NA
Portzic,1999,7,16.9,34.82,6.075,NA,0.555,0.25,0.02,0.015,1.85,419.7,NA,1.97,NA,NA,NA
Portzic,1999,8,18,34.92,5.6,NA,0.53,0.05,0.02,0.085,2.5,249.75,NA,1.195,NA,NA,NA
Portzic,1999,9,17.55,35.17,5.475,NA,0.965,0.35,0.035,0.03,3.25,192.9,NA,1.06,NA,NA,NA
Portzic,1999,10,15.7,35.02,5.31,NA,1.1,3,0.03,0.24,5.1,205.4,NA,0.73,NA,NA,NA
Portzic,1999,11,13.2,34.465,5.685,NA,1.605,11.95,0.565,0.18,6.2,141.7,NA,0.525,NA,NA,NA
Portzic,1999,12,11.3,33.92,5.97,NA,1.35,12.1,0.93,0.26,5.7,175.25,NA,0.37,NA,NA,NA
Portzic,2000,1,10.15,33.52,6.325,NA,1.265,30.7,0.515,0.42,9.95,198.75,NA,0.385,NA,NA,NA
Portzic,2000,2,9.55,33.31,6.44,NA,1.31,27.6,0.36,0.525,10.6,189.35,NA,0.45,NA,NA,NA
Portzic,2000,3,10.55,33.97,6.46,NA,0.735,22.7,0.27,0.465,7.1,170.15,NA,0.61,NA,NA,NA
Portzic,2000,4,10.65,34.445,6.6,NA,0.5,14.3,0.175,0.1,2.5,227.65,NA,1.69,NA,NA,NA
Portzic,2000,5,13.4,33.73,6.13,NA,1.25,14,0.21,0.06,1.2,156.2,NA,1.58,NA,NA,NA
Portzic,2000,6,15.05,34.14,6.375,NA,0.87,5.35,0.235,0.02,1,241.25,NA,1.72,NA,NA,NA
Portzic,2000,7,16.05,34.925,6.095,NA,0.725,0.85,0.1,0.035,0.4,205.7,NA,1.96,NA,NA,NA
Portzic,2000,8,16.75,35.21,5.69,NA,0.745,1.15,0.09,0.115,3.05,206.5,NA,1.385,NA,NA,NA
Portzic,2000,9,16.7,35.16,5.38,NA,1.335,1.95,0.16,0.19,3.95,176.2,NA,1.295,NA,NA,NA
Portzic,2000,10,15,35.06,5.47,NA,1.91,6.5,0.52,0.45,7.28,177.7,NA,0.7,NA,NA,NA
Portzic,2000,11,11.8,34.04,5.9,NA,1.475,21.7,0.6,0.49,10.095,183,NA,0.41,NA,NA,NA
Portzic,2000,12,11.5,33.29,6.01,NA,0.81,29.1,0.425,0.445,12.58,170,NA,0.34,NA,NA,NA
Portzic,2001,1,9.95,32.375,6.2,NA,0.665,33.2,0.335,0.465,15.31,289.45,NA,0.41,NA,NA,NA
Portzic,2001,2,10.7,32.76,6.33,NA,0.8,28.9,0.33,0.4,12.16,221.4,NA,0.51,NA,NA,NA
Portzic,2001,3,10.6,33.36,6.21,NA,1.04,20.2,0.3,0.25,6.14,155.2,NA,0.7,NA,NA,NA
Portzic,2001,4,11.85,33.81,6.215,NA,0.97,14.8,NA,0.17,4.925,145.55,NA,1.15,NA,NA,NA
Portzic,2001,5,13.2,34.245,6.73,NA,0.72,3.95,0.11,0.035,1.275,309.9,NA,3.88,NA,NA,NA
Portzic,2001,6,15.65,34.76,6.14,NA,0.83,0.595,0.065,0.035,1.135,289,NA,1.93,NA,NA,NA
Portzic,2001,7,16.85,34.91,5.87,NA,0.66,0.36,0.06,0.08,1.875,274,NA,1.71,NA,NA,NA
Portzic,2001,8,17.5,35.27,6.1,NA,0.49,0.24,0.03,0.08,2.88,229,NA,2.24,NA,NA,NA
Portzic,2001,9,17,35.29,5.46,NA,0.73,0.42,0.05,0.12,4.95,274,NA,2.11,NA,NA,NA
Portzic,2001,10,15.2,35.2,5.57,NA,1.39,2.2,0.14,0.27,5.65,239.7,NA,1.58,NA,NA,NA
Portzic,2001,11,13.3,35.1,5.61,NA,1.64,5.11,0.57,0.39,6.31,132.05,NA,0.72,NA,NA,NA
