NOM_SITE,Annee,Mois,Temperature,Salinite,Oxygene,pH,NH4,NO3,NO2,PO4,SiO4,COP,MES,CHLA,DN15,DC13,CN
Estacade,2010,6,14.3,35.108,6.955,8.19,0.21,1.415,0.15,0.18,2.02,180.895,0.8,1.675,6.9415,-21.7265,6.154
Estacade,2010,7,15.425,35.238,6.73,8.16,0.145,0.35,0.08,0.13,1.42,175.176,2.2,2.62,6.988,-21.6275,6.822
Estacade,2010,8,16.475,35.3605,6.175,8.115,0.47,0.75,0.145,0.105,2.2,148.3875,1.45,2.37,7.2115,-22.121,6.7535
Estacade,2010,9,16.15,35.366,5.845,8.065,0.315,1.8,0.295,0.19,2.4,147.1445,2.1,1.63,6.675,-21.316,6.55
Estacade,2010,10,14.35,35.361,5.56,8,0.41,4.9,0.61,0.35,3.5,214.276,1.4,0.7,6.559,-21.04,7.22
Estacade,2010,11,11.84,35.106,5.765,8.01,0.515,7.85,0.415,0.41,3.95,NA,2.85,0.39,6.81,-21.49,7.66
Estacade,2010,12,9.45,34.958,6.2,8,0.38,12.3,0.2,0.42,6.4,NA,1.5,0.33,7.26,-22.52,7.46
Estacade,2011,1,9.125,35.0535,6.415,7.96,0.375,11.225,0.215,0.46,4.755,275.155,4.15,0.595,6.935,-22.01,7.485
Estacade,2011,2,9.83,35.12,6.425,7.95,0.235,10.885,0.195,0.41,4.725,146.62,2.85,0.53,6.805,-21.795,7.245
Estacade,2011,3,9.99,35.0255,6.885,8.005,0.25,7.61,0.17,0.26,3.915,92.965,5.2,0.38,6.765,-22.665,6.285
Estacade,2011,4,12.045,35.0655,7.225,8.175,0.2,2.16,0.11,0.145,2.28,205.41,5.2,1.99,6.62,-22.62,6.295
Estacade,2011,5,13.84,35.1815,7.08,8.165,0.195,3.005,0.105,0.1,2.355,172.495,1.3,1.005,6.525,-21.645,6.875
Estacade,2011,6,14.54,35.2625,6.605,8.12,0.22,1,0.125,0.115,2.25,179.245,0.95,0.985,6.975,-22.885,6.24
Estacade,2011,7,15.8,35.3345,5.085,8.17,0.23,0.3,0.06,0.07,1.4,196.54,2.55,1.895,7.695,-22.565,6.585
Estacade,2011,8,16.275,35.3845,5.9,8.12,0.325,0.45,0.095,0.065,2.175,171.995,3.2,0.84,7.205,-20.865,6.62
Estacade,2011,9,15.175,35.471,5.71,8.02,0.495,2.65,0.27,0.215,2.59,203.705,2.3,0.91,5.37,-20.705,6.9
Estacade,2011,10,14.84,35.4865,5.625,8.01,0.34,4.4,0.535,0.31,2.91,146.075,4.1,0.755,6.61,-21.325,6.865
Estacade,2011,11,13.865,35.4055,5.55,7.965,0.35,6.625,0.67,0.48,3.95,182.525,2.45,0.64,8.41,-21.025,7
Estacade,2011,12,12.36,35.3585,6.04,8.035,0.215,7.475,0.295,0.45,3.62,155.25,5.45,0.505,6.955,-21.78,6.625
Estacade,2012,1,11.34,35.412,6.305,8.045,0.235,7.95,0.205,0.42,3.3,125.755,1.75,0.335,6.22,-21.885,7.615
Estacade,2012,2,9.735,35.4215,6.375,8.04,0.215,6.85,0.185,0.36,2.8,141.595,1.45,0.535,4.52,-22.035,7.44
Estacade,2012,3,10.3,35.341,6.685,8.09,0.21,4.65,0.16,0.305,2.05,124.895,0.95,0.56,7.83,-22.33,7.665
Estacade,2012,4,11.25,35.367,7.22,8.16,0.18,0.5,0.07,0.15,0.6,139.66,1.1,1.6,5.61,-21.4,6.59
Estacade,2012,5,12.925,35.216,7.065,8.175,0.405,0.95,0.105,0.165,1.1,132.79,0.65,1.46,5.34,-22.375,6.175
Estacade,2012,6,14.54,35.2775,6.805,8.185,0.2,0.9,0.105,0.16,1.95,170.55,NA,1.155,6.875,-22.655,5.75
Estacade,2012,7,15.625,35.287,6.165,8.18,0.185,0.4,0.08,0.16,0.7,160.905,1.2,1.44,7.975,-23.295,5.98
Estacade,2012,8,16.5,35.31,6.16,8.09,0.29,0.65,0.145,0.2,1.95,184.005,2.1,1.08,7.595,-23.155,6.195
Estacade,2012,9,15.8,35.319,5.695,8.06,0.46,2.35,0.4,0.28,2.55,217.33,1,0.71,6.92,-22.875,6.29
Estacade,2012,10,15.165,35.2445,5.47,7.98,0.43,4.55,0.615,0.405,3.25,136.5,0.75,0.39,6.945,-23.09,6.73
Estacade,2012,11,12.685,35.308,5.885,7.975,0.305,7.15,0.475,0.49,3.35,116.085,1.85,0.32,6.635,-22.935,6.73
Estacade,2012,12,11.3,35.202,6.085,7.99,0.27,8.93,0.245,0.43,3.67,206.01,2.5,0.36,6.005,-23.17,7.635
Estacade,2013,1,10.475,35.2115,6.075,7.95,0.295,9.5,0.185,0.395,3.685,82.5,1.2,0.385,7.065,-22.77,6.895
Estacade,2013,2,9.79,35.041,6.495,7.92,0.34,11.34,0.185,0.42,4.61,100.8,0.9,0.385,7.54,-23.1,6.685
Estacade,2013,3,9.315,35.082,6.725,7.975,0.225,9.07,0.155,0.29,3.81,101.55,0.1,0.71,7.455,-23.285,5.85
Estacade,2013,4,9.775,34.883,6.68,7.985,0.26,8.23,0.17,0.185,2.435,101.85,0.7,0.585,8.06,-22.78,6.275
Estacade,2013,5,11.265,34.822,6.85,8.03,0.225,4.605,0.17,0.115,2.07,138.75,0.7,0.85,6.275,-23.63,6.17
Estacade,2013,6,13.3,34.9615,7.255,8.125,0.15,1.575,0.125,0.045,1.505,212.75,0.55,1.41,8.41,-22.87,6.035
Estacade,2013,7,14.95,35.203,6.77,8.07,0.16,0.33,0.08,0.06,1.16,200.9,0.7,2.43,7.72,-22.5,6.26
Estacade,2013,8,16.45,35.428,5.88,8.01,0.37,1.56,0.26,0.17,2.28,132.6,0.3,1.21,6.94,-21.89,5.75
Estacade,2013,9,16,35.4255,5.575,7.985,0.335,2.335,0.505,0.195,2.87,79.8,0.95,0.82,4.165,-22.625,6.87
Estacade,2013,10,14.39,35.413,5.705,7.93,0.47,5.01,0.475,0.355,2.9,150.605,1.35,0.785,5.385,-22.065,6.705
Estacade,2013,11,13.075,35.3335,5.86,7.93,0.345,6.285,0.585,0.36,3.115,76.695,1.25,0.36,7.42,-22.675,6.505
Estacade,2013,12,11.94,35.3355,6.08,7.935,0.24,6.49,0.145,0.385,3.02,161.73,2.15,0.435,5.75,-22.08,7.435
Estacade,2014,1,10.745,35.016,6.21,7.91,0.29,11.2,0.165,0.495,4.3,168.1,3.5,0.325,6.48,-21.805,6.685
Estacade,2014,2,9.935,34.699,6.47,7.915,0.425,13.75,0.195,0.55,5.55,202.8,6.3,0.375,5.525,-21.64,7.86
Estacade,2014,3,10.1,34.814,6.5,7.895,0.305,12.5,0.185,0.48,5.2,152.95,4.1,0.76,5.87,-21.845,7.545
Estacade,2014,4,11.3,34.8455,6.265,7.935,0.25,9.55,0.23,0.365,3.3,96.45,1.7,0.755,9.615,-22.4,7.04
Estacade,2014,5,13.01,34.862,6.5,8.025,0.23,4.3,0.205,0.235,1.85,91.2,0.9,0.93,5.365,-23.04,7.74
Estacade,2014,6,14.4,35.003,6.655,8.075,0.215,1.4,0.1,0.085,1.2,149.9,1.25,1.65,3.685,-41.315,6.79
Estacade,2014,7,15.675,35.2195,6.585,8.085,0.205,0.2,0.05,0.095,1.7,166.45,1.15,1.415,6.54,-22.145,6.73
Estacade,2014,8,16.15,35.347,6.285,8.04,0.24,0.95,0.225,0.17,2.25,127.45,2,1.585,13.56,-22.805,7.285
Estacade,2014,9,16.34,35.3595,5.8,7.99,0.31,2.35,0.505,0.28,2.7,129.85,1.55,0.98,6.58,-22.045,6.505
Estacade,2014,10,15.22,35.361,5.45,7.95,0.31,4.8,0.52,0.41,3.4,135.5,1.3,0.69,6.53,-21.43,6.75
Estacade,2014,11,14.15,35.278,5.61,7.94,0.28,6.2,0.35,0.39,3.1,197.2,3.5,0.66,6.11,-21.37,7.3
Estacade,2014,12,12.9,35.0805,5.835,7.925,0.21,6.75,0.255,0.365,4.05,135.7,1.95,0.45,10.13,-24.555,7.87
Estacade,2015,1,11.625,35.1165,6.255,7.94,0.195,7.65,0.12,0.38,3.87,107.65,2.25,0.49,7.25,-22.86,6.595
Estacade,2015,2,9.825,35.1655,6.595,7.935,0.205,7.82,0.14,0.355,3.49,100.95,1.5,0.445,5.9,-22.94,7.38
Estacade,2015,3,10.15,35.1545,6.505,7.95,0.14,8.06,0.21,0.345,2.63,133.25,2.7,1.01,7.035,-22.85,5.87
Estacade,2015,4,11.7,35.2575,7.215,8.04,0.19,2.755,0.14,0.21,0.445,179.2,0.8,1.535,6.605,-22.65,5
Estacade,2015,5,13.125,35.211,7.215,8.085,0.28,0.85,0.07,0.115,0.695,219.05,1.45,1.79,6.12,-22.495,5.06
Estacade,2015,6,14.225,35.2625,6.59,8.035,0.205,0.725,0.085,0.105,1.415,136.1,0.5,1.255,7.795,-23.445,4.895
Estacade,2015,7,15,35.3,6.465,8.045,0.22,0.165,0.045,0.1,1.065,137.35,0.45,1.02,7.08,-25.81,6.705
Estacade,2015,8,16.24,35.2545,6.08,NA,0.295,1.015,0.175,0.2,1.99,126.65,3.3,0.66,8.47,-25.36,6.95
Estacade,2015,9,15.575,35.293,6.105,8.005,0.245,1.89,0.385,0.235,2.06,125.8,0.55,1.155,6.845,-23.03,5.08
Estacade,2015,10,14.46,35.274,5.64,7.945,0.245,4.35,0.55,0.345,2.7,102.665,0.45,0.69,7.35,-23.29,5.085
Estacade,2015,11,14.175,35.308,5.71,7.88,0.26,5.55,0.495,0.385,2.9,117.3,1.15,0.455,6.535,-22.23,5.61
Estacade,2015,12,13.185,35.317,5.91,7.91,0.21,6.75,0.205,0.395,3.25,96.95,1.8,0.295,7.31,-21.43,5.355
Estacade,2016,1,11.4,35.138,6.22,7.915,0.24,8.7,0.24,0.51,4.005,171.55,2.65,0.325,7.125,-22.475,5.065
Estacade,2016,2,10.935,34.9755,6.42,7.89,0.195,9.5,0.185,0.425,4.005,185.25,3.55,0.6,7.1,-22.58,5.895
Estacade,2016,3,10.05,34.9225,6.635,7.915,0.25,11.35,0.21,0.395,4.575,197.45,3.4,0.705,6.56,-22.255,7.13
Estacade,2016,4,10.9,35.099,6.68,7.95,0.15,6.1,0.16,0.3,1.31,120.3,0.9,0.98,6.48,-21.92,6.82
Estacade,2016,5,13.05,35.159,7.05,8.065,0.16,1.03,0.095,0.12,1.03,146,0.7,1.6,6.965,-23.495,6.155
Estacade,2016,6,14.6,35.11,6.41,8.05,0.63,0.85,0.1,0.135,1.755,176.65,1.7,0.59,8.445,-23.01,6.4
Estacade,2016,7,15.75,35.213,6.3,8.065,0.31,0.33,0.055,0.11,1.05,154.2,0.5,1.375,9.245,-23.245,5.97
Estacade,2016,8,16.3,35.273,6.05,8.01,0.3,0.74,0.22,0.165,1.895,131.4,0.2,0.75,7.92,-24.07,7.26
Estacade,2016,9,15.975,35.3415,5.695,7.97,0.395,2.805,0.475,0.285,2.25,128.55,1.3,0.64,8.165,-23.475,7.27
Estacade,2016,10,14.41,35.361,5.75,7.95,0.25,3.64,0.46,0.345,2.5,131.65,1,0.7,7.93,-23.02,6.465
Estacade,2016,11,13.01,NA,5.76,7.935,0.285,5.845,0.57,0.39,3.15,121.44,1.2,0.435,7.715,-22.25,6.64
Estacade,2016,12,11.865,NA,6.14,7.905,0.31,6.15,0.36,0.4,2.98,158.75,2.15,0.36,NA,NA,NA
Eyrac,1997,1,8.1,27.4,NA,NA,NA,0.34,NA,0.1,NA,NA,3.12,NA,NA,NA,NA
Eyrac,1997,2,12,30.6,7.33,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA
Eyrac,1997,3,12.8,33.7,6.31,NA,NA,1.21,0.06,0.19,NA,NA,33.47,0.01,NA,NA,NA
Eyrac,1997,4,12.5,34.1,NA,NA,NA,0.85,NA,0.35,NA,NA,29.28,11.13,NA,NA,NA
Eyrac,1997,5,17.4,33,6,NA,NA,1.67,NA,0.21,NA,NA,2.12,2.34,NA,NA,NA
Eyrac,1997,6,20.1,NA,NA,NA,NA,0.58,0.05,0.45,NA,NA,13.13,2.62,NA,NA,NA
Eyrac,1997,7,20.4,33.4,NA,NA,NA,0.62,0.06,0.56,1.45,NA,19.29,2.93,NA,NA,NA
Eyrac,1997,9,21,33.9,4.45,8.11,NA,0.03,0.05,0.5,NA,190,12.46,1.84,NA,NA,NA
Eyrac,1997,10,18.55,33.85,4.595,8.175,NA,0.25,0.06,0.455,NA,320,7.82,5.445,NA,NA,NA
Eyrac,1997,11,13.2,32.85,5.78,8.175,NA,2.04,0.145,0.14,NA,300,8.535,3.245,NA,NA,NA
Eyrac,1997,12,10.25,31.9,6.05,8.19,NA,7.9,0.2,0.13,NA,290,9.395,1.585,NA,NA,NA
Eyrac,1998,1,11.475,31.3,5.765,8.195,NA,11.9,0.265,0.17,NA,445,23.875,1.365,NA,NA,NA
Eyrac,1998,2,10.2,31.9,7.335,8.295,NA,4.64,0.05,0.05,NA,370,13.635,3.39,NA,NA,NA
Eyrac,1998,3,12.025,32.55,5.705,8.015,NA,3.04,0.13,0.175,NA,450,10.465,1.46,NA,NA,NA
Eyrac,1998,4,13.275,32.35,5.51,7.99,NA,2.625,0.13,0.28,NA,375,7.41,1.06,NA,NA,NA
Eyrac,1998,5,15.45,30.15,5.28,8.13,1.17,5.21,0.135,1.31,NA,335,16.775,2.15,NA,NA,NA
Eyrac,1998,6,19.15,32.175,6.605,8.14,1.66,0.98,0.08,0.17,NA,260,9.105,1.49,NA,NA,NA
Eyrac,1998,7,21.25,33.85,6.4,8.2,1.34,0.675,0.075,0.225,7.45,285,11.905,2.2,NA,NA,NA
Eyrac,1998,8,22.2,35,5.855,8.04,2,1.5,0.075,0.45,7.8,NA,NA,4.09,NA,NA,NA
Eyrac,1998,9,19.125,33.95,5.9,8.11,1.8,7.4,0.365,0.53,4.65,390,12.33,3.66,NA,NA,NA
Eyrac,1998,10,16.65,33.2,6.12,8.085,NA,15.95,0.375,0.375,3.45,315,11.455,2.03,NA,NA,NA
Eyrac,1998,11,10.6,32.5,6.78,8.14,NA,15.42,0.3,0.15,6.2,260,7.55,1.87,NA,NA,NA
Eyrac,1998,12,9.475,32.875,7.59,8.205,3.17,8.7,0.31,0.21,6.3,260,6.44,5.47,NA,NA,NA
Eyrac,1999,1,10.65,32.6,7.45,8.185,1.705,7.47,0.435,0.34,5.85,260,7.095,0.89,NA,NA,NA
Eyrac,1999,2,9.025,31.5,7.495,8.215,1.835,8.11,0.365,0.47,3.7,345,5.465,2.81,NA,NA,NA
Eyrac,1999,3,12.775,31.75,7.145,8.21,1.14,8.31,0.235,0.715,6.85,280,4.65,2.66,NA,NA,NA
Eyrac,1999,4,14.1,32.45,6.71,8.18,0.63,7.43,0.195,0.465,7.65,470,9.47,1.365,NA,NA,NA
Eyrac,1999,5,16.425,32.6,6.45,8.16,0.735,5.77,0.205,0.31,NA,245,4.485,1.845,NA,NA,NA
Eyrac,1999,6,18.525,32.75,5.38,8.21,1.05,1.525,0.11,0.17,8.15,300,6.365,2.005,NA,NA,NA
Eyrac,1999,7,20.6,33,5.59,8.15,1.865,1.9,0.15,0.18,8.25,280,5.955,1.34,NA,NA,NA
Eyrac,1999,8,22.8,33.05,5.04,NA,1.88,5.585,0.235,0.245,6.65,280,5.405,1.325,NA,NA,NA
Eyrac,1999,9,21.05,34.4,5.59,8.135,1.615,5.385,0.21,0.165,7.6,410,6.4,1.87,NA,NA,NA
Eyrac,1999,10,17.2,33.495,5.9,8.06,1.07,3.195,0.15,0.145,22.9,495,5.515,0.54,NA,NA,NA
Eyrac,1999,11,12.25,32.515,6.355,8.135,0.48,1.96,0.12,0.235,15.085,475,7.935,0.945,NA,NA,NA
Eyrac,1999,12,10.275,31.95,6.665,8.09,NA,10.45,NA,0.255,NA,355,11.42,1.615,NA,NA,NA
Eyrac,2000,1,9.25,32,6.98,8.14,0.94,6.07,0.25,0.22,17.99,450,19.135,1.04,NA,NA,NA
Eyrac,2000,2,10.2,32.35,6.76,8.13,1.615,7.285,0.395,0.185,12.89,360,9.48,1.175,NA,NA,NA
Eyrac,2000,3,10.6,32.5,6.23,8.12,1.26,6.535,0.33,0.33,10.975,350,9.415,0.42,NA,NA,NA
Eyrac,2000,4,12.05,31.9,6.2,8.14,1.565,7.165,0.28,0.235,10.195,365,7.715,1.94,NA,NA,NA
Eyrac,2000,5,16,32.45,6.055,8.16,1.215,6.635,0.18,0.13,10.27,315,7.88,2.185,NA,NA,NA
Eyrac,2000,6,18.75,32.25,5.415,8.095,1.265,8.815,0.22,0.175,9.75,330,6.175,3.405,NA,NA,NA
Eyrac,2000,7,19.075,33.05,5.21,8.125,1.705,11.06,0.2,0.215,8.385,265,6.445,1.49,NA,NA,NA
Eyrac,2000,8,21.3,33.55,5.115,8.06,1.885,9.06,0.25,0.295,7.69,285,16.5,0.125,NA,NA,NA
Eyrac,2000,9,20.7,33.6,5.22,8.19,1.51,8.065,0.215,0.2,8.775,210,6.64,1.895,NA,NA,NA
Eyrac,2000,10,16.625,33.1,5.385,8.145,1.05,7.82,0.28,0.25,10.73,380,9.775,1.105,NA,NA,NA
Eyrac,2000,11,12.425,30,5.915,8.14,1.26,8.31,0.31,0.17,11.04,670,21.525,0.765,NA,NA,NA
Eyrac,2000,12,12.775,30.85,6.025,8.145,NA,NA,NA,NA,NA,260,5.86,3.305,NA,NA,NA
Eyrac,2001,1,11.05,32.15,6.2,8.185,NA,NA,NA,NA,NA,310,8.35,1.42,NA,NA,NA
Eyrac,2001,2,10.325,31.55,6.22,8.225,NA,NA,NA,NA,NA,415,8.235,2.99,NA,NA,NA
Eyrac,2001,3,12.75,30.55,6.075,8.26,NA,7.05,0.195,0.11,6.135,385,7.39,2.535,NA,NA,NA
Eyrac,2001,4,13,31.9,6.14,8.25,NA,1.415,0.24,0.065,2.415,980,16.275,7.545,NA,NA,NA
Eyrac,2001,5,15.025,32,5.445,8.175,NA,2.5,0.245,0.105,4.355,275,9.39,1.78,NA,NA,NA
Eyrac,2001,6,19.15,32.3,5.325,8.15,0.13,0.595,0.065,0.145,3.465,280,6.21,1.41,NA,NA,NA
Eyrac,2001,7,20.85,32.6,5.14,8.2,0.27,0.335,NA,0.09,4.285,295,6.75,1.445,NA,NA,NA
Eyrac,2001,8,22.25,32.55,4.89,8.165,1.83,0.085,0.08,0.29,2.54,265,6.155,1.53,NA,NA,NA
Eyrac,2001,9,19.05,33.15,5.035,8.175,2.61,0.27,0.09,0.12,2.815,350,6.47,1.46,NA,NA,NA
Eyrac,2001,10,17.9,33.5,5.32,8.2,1.46,0.07,0.08,0.15,14.25,400,6.04,1.37,NA,NA,NA
Eyrac,2001,11,12.85,33.45,5.555,8.19,3.045,0.88,0.225,0.155,15.21,245,3.56,1.05,NA,NA,NA
Eyrac,2001,12,8.75,33.75,6.28,8.23,0.235,0.44,0.2,0.125,8.37,425,3.6,0.61,NA,NA,NA
Eyrac,2002,1,9,33.7,6.16,8.23,0.67,0.76,0.14,0.08,3.41,320,2.38,0.29,NA,NA,NA
Eyrac,2002,2,10.8,33.3,6.18,8.185,0.5,2.85,0.27,0.09,11.35,355,4.77,1.685,NA,NA,NA
Eyrac,2002,3,10.9,32.95,6.005,8.23,0.3,3.905,0.145,0.16,6.155,400,5.56,1.045,NA,NA,NA
Eyrac,2002,4,13.9,33.9,5.695,8.22,0.1,0.82,0.14,NA,1.87,425,4.185,2.44,NA,NA,NA
Eyrac,2002,5,15.75,33.5,5.09,8.165,0.68,0.795,0.16,0.09,4.315,320,4.04,0.82,NA,NA,NA
Eyrac,2002,6,19.05,33.1,5.31,8.13,0.465,0.72,0.085,0.075,2.935,255,6.1,1.365,NA,NA,NA
Eyrac,2002,7,18.8,34.1,5.09,8.16,0.15,0.07,NA,NA,1.2,300,2.45,1.71,NA,NA,NA
Eyrac,2002,8,21.4,34.1,4.68,8.26,0.06,0.05,NA,0.09,1.79,250,1.82,1.43,NA,NA,NA
Eyrac,2002,9,18.55,34,4.51,8.185,0.56,0.19,0.17,0.12,3.87,240,2.48,1.38,NA,NA,NA
Eyrac,2002,10,15.3,34.15,5.32,8.13,0.665,0.24,0.175,0.66,4.34,220,3.35,1.805,NA,NA,NA
Eyrac,2002,11,13.5,33.55,5.54,8.145,1.905,2.12,0.65,0.41,4.755,215,3.12,1.32,NA,NA,NA
Eyrac,2002,12,10.3,32.05,6.41,8.19,2.31,9.44,1.38,0.37,54.23,220,4.39,1.49,NA,NA,NA
Eyrac,2003,1,8.1,29.6,6.84,8.215,3.4,18.7,0.66,1.135,19.725,245,3.34,1.195,NA,NA,NA
Eyrac,2003,2,8.25,32.5,6.73,8.265,0.68,10.29,0.245,1.435,9.14,770,24.545,1.635,NA,NA,NA
Eyrac,2003,3,10.65,32.55,6.695,8.315,0.03,5.085,0.175,0.625,2.2,560,8.1,6.85,NA,NA,NA
Eyrac,2003,4,14.35,32.35,5.925,8.185,1.645,2.255,0.195,0.45,7.11,NA,8.76,2.14,NA,NA,NA
Eyrac,2003,5,15.95,33.3,5.81,8.21,0.14,0.085,0.07,0.28,3.055,NA,4.72,2.08,NA,NA,NA
Eyrac,2003,6,20.45,33.1,5.155,8.19,0.49,0.175,0.055,NA,6.78,NA,2.72,1.39,NA,NA,NA
Eyrac,2003,7,21.75,33.5,4.82,8.215,0.53,0.135,0.05,0.09,NA,NA,3.69,1.25,NA,NA,NA
Eyrac,2003,8,24.3,33.5,5.165,8.055,0.27,0.065,0.055,NA,NA,NA,4.12,3.035,NA,NA,NA
Eyrac,2003,9,19.85,33.75,5.02,8.165,0.395,0.16,0.05,0.175,6.17,NA,5.005,1.67,NA,NA,NA
Eyrac,2003,10,15.751,34.1325,5.4,8.19,0.9,0.335,0.1,NA,7.77,NA,5.265,2.605,NA,NA,NA
Eyrac,2003,11,13.4,33.3005,5.905,8.23,0.5,2.115,0.235,0.05,5.245,NA,4.595,2.64,NA,NA,NA
Eyrac,2003,12,10.6745,31.8925,6.28,8.2,1.1,10.555,0.295,NA,12.035,NA,3.945,2.53,NA,NA,NA
Eyrac,2004,1,9.935,28.685,6.775,8.24,3.72,19.065,0.415,0.06,16.15,317,4.86,1.29,NA,NA,NA
Eyrac,2004,2,10.275,31.645,6.125,8.28,1.435,13.44,0.19,0.1,8.45,407,10.836,1.205,NA,NA,NA
Eyrac,2004,3,10.055,32.28,6.73,8.185,0.655,8.58,0.46,0.095,8.95,426.5,12.8235,1.67,NA,NA,NA
Eyrac,2004,4,12.3,32.475,6.425,8.26,0.01,NA,NA,0.01,7.6,493.5,7.565,4.51,NA,NA,NA
Eyrac,2004,5,14.925,32.1,5.89,8.235,0.78,NA,NA,0.055,6.95,520,4.9,3.075,NA,NA,NA
Eyrac,2004,6,17.79,32.98,5.49,8.125,1.025,NA,NA,0.015,2.4,580,3.3,1.68,NA,NA,NA
Eyrac,2004,7,21.43,33.62,5.24,8.14,0.65,0.47,0.03,0.22,1.8,610,2.75,1.89,NA,NA,NA
Eyrac,2004,8,21.79,33.82,5.52,8.16,0.17,0.48,0.03,0.23,2.1,317.5,1.55,2.66,NA,NA,NA
Eyrac,2004,9,21.7,34,5.445,8.16,0.675,0.46,0.04,0.22,3.6,287,2.6,1.84,NA,NA,NA
Eyrac,2005,1,9.8,31.9,NA,NA,NA,14.77,0.26,0.28,NA,340,NA,0.77,NA,NA,NA
Eyrac,2005,2,NA,NA,NA,8,NA,16.76,0.3,0.38,19.6,340,4,0.77,NA,NA,NA
Eyrac,2005,3,6.85,32.3,NA,NA,NA,9.375,0.19,0.235,14.26,255,1.9,0.57,NA,NA,NA
Eyrac,2005,4,12.85,32.4,NA,NA,NA,1.77,0.095,0.435,7.6,285,3.8,1.5,NA,NA,NA
Eyrac,2005,5,18.4,31.7,NA,7.77,NA,1.59,0.17,0.33,7.8,265,3.36,1.55,NA,NA,NA
Eyrac,2005,6,20.45,33.75,NA,7.99,NA,0.395,0.09,0.255,8,435,3,0.925,NA,NA,NA
Eyrac,2005,7,22.205,34.275,NA,NA,NA,0.805,0.13,0.23,6.75,207.5,2.8,0.85,NA,NA,NA
Eyrac,2005,8,20.79,34.795,NA,NA,NA,0.2,0.05,0.16,8.6,252.5,1.575,0.825,NA,NA,NA
Eyrac,2005,9,19.45,34.15,NA,8,NA,0.29,0.08,0.235,6.7,207.5,1.1,1.305,NA,NA,NA
Eyrac,2005,10,17.46,34.6,NA,8.16,NA,0.1,0.09,0.2,5.55,197.5,1.15,1.675,NA,NA,NA
Eyrac,2005,11,12.2,34.1,NA,8.17,NA,0,0.21,0.275,8.2,192.5,3.84,0.685,NA,NA,NA
Eyrac,2005,12,8.9,33,NA,8.07,NA,7.26,0.465,0.195,10.65,205,2.95,0.77,NA,NA,NA
Eyrac,2006,1,8.67,32.16,6.71,8.03,3.57,7.235,0.285,0.17,12.8,190,1.65,0.735,NA,NA,NA
Eyrac,2006,2,8.01,31.435,6.71,8.075,3.7,9.35,0.27,0.145,17.505,187.5,1.725,0.41,NA,NA,NA
Eyrac,2006,3,10.45,28.575,6.47,8.155,3.18,16.775,0.255,0.135,20.215,285,3,0.875,NA,NA,NA
Eyrac,2006,4,12.98,27.485,6.035,8.1,3.78,11.42,0.535,0.27,19.55,342.5,9.3,0.97,NA,NA,NA
Eyrac,2006,5,16.535,33.025,5.685,8.16,1.695,1.99,0.345,0.175,6.14,400,7.3,2.66,NA,NA,NA
Eyrac,2006,6,20.03,33.785,5.5,8.05,1.765,1.635,0.215,0.115,5.865,370,4.05,1.8,NA,NA,NA
Eyrac,2006,7,24.295,34.395,5.325,8.095,0.9,0.57,0.115,0.155,5.105,317.5,2.06,1.955,NA,NA,NA
Eyrac,2006,8,20.52,34.57,5.07,8.04,0.66,0.62,0.11,0.15,5.19,300,2.9,3.9,NA,NA,NA
Eyrac,2006,9,22,34.26,4.56,8.09,2.13,0.72,0.15,0.7,7.83,275,NA,2.21,NA,NA,NA
Eyrac,2006,10,19.56,34.18,5.38,8.2,2.23,1.52,0.19,0.12,6.43,315,2.1,3.8,NA,NA,NA
Eyrac,2006,11,14.67,34.43,5.52,8.155,2.58,3.295,0.22,0.3,7.155,270,2.35,1.795,NA,NA,NA
Eyrac,2006,12,8.75,33.1,6.42,8.14,3.86,6.355,0.595,0.26,14.4,227.5,2.65,0.92,NA,NA,NA
Eyrac,2007,1,9.92,33.36,6.385,8.13,3.59,8.04,0.46,0.155,12.25,240,2.6,1.345,NA,NA,NA
Eyrac,2007,2,11.595,31.385,6.23,8.155,3.095,13.075,0.215,0.135,16.1,492.5,8.05,2.115,NA,NA,NA
Eyrac,2007,3,11.775,25.395,6.09,8.125,2.045,13.8,0.265,0.085,30.05,340,3.7,1.88,NA,NA,NA
Eyrac,2007,4,14.57,30.865,6.105,8.225,1.905,6.3,0.115,0.02,9.7,367.5,3.55,2.31,NA,NA,NA
Eyrac,2007,5,17.875,31.43,5.615,8.115,1.94,2,0.045,0.005,3.4,380,2.55,3.415,NA,NA,NA
Eyrac,2007,6,19,31.83,5.425,8.18,1.41,3.8,0.225,0.01,7.8,430,5.95,2.31,NA,NA,NA
Eyrac,2007,7,20.925,32.25,5.08,8.175,1.55,2.25,0.245,0.035,6.3,460,3.65,2.58,NA,NA,NA
Eyrac,2007,8,20.75,33.1,4.91,8.155,3.325,1.1,0.21,0.075,8.35,420,4.05,1.465,NA,NA,NA
Eyrac,2007,9,19.26,33.99,5.29,8.13,1.35,1.55,0.225,0.07,6.2,315,6.1,2.325,NA,NA,NA
Eyrac,2007,10,16.87,34.15,5.26,8.21,0.8,1.3,0.18,0.07,4.9,400,2.5,1.32,NA,NA,NA
Eyrac,2007,11,NA,NA,6.09,8.26,0.07,0.1,0.02,0.01,0.4,610,3.2,2.11,NA,NA,NA
